station_name,line_name,transport_mode,operator_name,is_step_free_street_to_train,sequence_number,direction_name
Reading Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Twyford Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Maidenhead Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,inbound
Taplow Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,4,inbound
Burnham (Berks) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,5,inbound
Slough Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,6,inbound
Langley (Berks) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,7,inbound
Iver Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,8,inbound
West Drayton Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,9,inbound
Hayes & Harlington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,10,inbound
Hayes & Harlington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
West Drayton Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Iver Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,outbound
Langley (Berks) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,4,outbound
Slough Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,5,outbound
Burnham (Berks) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,6,outbound
Taplow Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,7,outbound
Maidenhead Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,8,outbound
Twyford Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,9,outbound
Reading Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,10,outbound
Abbey Wood,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Woolwich,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
Custom House Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,3,outbound
Canary Wharf,Elizabeth line,elizabeth-line,Transport for London,False,4,outbound
Whitechapel,Elizabeth line,elizabeth-line,Transport for London,False,5,outbound
Acton Main Line Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
London Paddington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
London Paddington Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
Acton Main Line Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
London Liverpool Street Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,inbound
Stratford (London) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,inbound
Stratford (London) Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,1,outbound
London Liverpool Street Rail Station,Elizabeth line,elizabeth-line,Transport for London,False,2,outbound
